F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63
4,4,3,,,,150,151,,13,1,1,,,,,,,,,,,,,,,,1,,,,,,,,3103.13949055316,3103.13949055316,6,,,4,4,13,,,,,,,,,,,,2,12,4,2,1,40,3,4,1
4,4,3,,,,180,181,,13,,1,2,,,,,,,,,,,,,,,1,2,,,,,,,8219.49335042988,8219.49335042988,6,,,5,5,2,13,,,,,,,,,,,2,8,3,2,2,30,3,4,
4,4,3,,,,180,181,,13,,1,2,3,4,5,12,,,,,,,,,,,1,2,3,4,5,6,,,12000,,98,,,4,4,1,2,3,12,13,,,,,,,,8,9,3,9,1,30,3,4,
4,4,3,,,,180,181,,13,1,1,2,3,,,,,,,,,,,,,,1,2,3,,,,,,7000,7000,6,,,4,3,13,,,,,,,,,,,,70,10,4,97,1,30,3,4,1
4,4,3,,,,180,181,,13,1,10,9,,,,,,,,,,,,,,,,,,,,6,,,5936,5936,6,,,3,3,13,,,,,,,,,,,,2,10,4,2,1,30,3,4,1
4,4,3,,,,180,181,,13,1,13,,,,,,,,,,,,,,,,,,,,,6,,,9500,9500,6,,,4,4,13,,,,,,,,,,,,61,10,4,15,1,30,3,4,1
4,4,3,,,,180,181,,13,1,4,,,,,,,,,,,,,,,,,,,4,,,,,5081.30081300813,5081.30081300813,6,,,4,3,13,,,,,,,,,,,,36,10,4,97,1,40,3,4,1
4,4,3,,,,180,181,,13,1,4,,,,,,,,,,,,,,,,,,,4,,,,,6927.24659266058,6927.24659266058,6,,,4,4,13,,,,,,,,,,,,80,11,4,97,1,40,3,4,1
4,4,3,,,,193,194,,13,,10,1,11,,,,,,,,,,,,,,1,,,,,6,,,5807.05640310926,5807.05640310926,6,,,4,5,13,3,4,,,,,,,,,,10,9,3,11,1,30,3,4,
4,4,3,,,,200,201,,13,1,4,,,,,,,,,,,,,,,,,,,4,,,,,4000,4000,6,,,4,4,13,,,,,,,,,,,,78,10,4,15,1,40,3,4,1
4,4,3,,,,21,22,22,11,,1,4,,,,,,,,,,,,,,,1,,,4,,,,,2240.6,2240.6,5,101.845454545455,2,4,,,,,,,,,,,,,,11,7,3,12,1,40,3,4,
4,4,3,,,,21,22,22,11,,10,,,,,,,,,,,,,,,,,,,,,6,,,4300,4300,6,195.454545454545,2,4,,,,,,,,,,,,,,8,7,3,9,1,40,3,4,
4,4,3,,,,242,243,,13,,2,1,,,,,,,,,,,,,,,1,2,,,,,,,6000,6000,6,,,5,,,,,,,,,,,,,,8,5,2,9,1,30,3,4,
4,4,3,,,,270,271,,13,,2,1,,,,,,,,,,,,,,,1,2,,,,,,,10000,10000,6,,,4,3,14,,,,,,,,,,,,64,9,3,97,1,40,3,4,
4,4,3,,,,30,31,31,11,,1,,,,,,,,,,,,,,,,1,,,,,,,,874.32,874.32,2,28.2038709677419,1,4,,,,,,,,,,,,,,9,6,2,10,2,30,3,4,
4,4,3,,,,30,31,31,11,,15,,,,,,,,,,,,,,,,,,,,,,7,,2800,2800,5,90.3225806451613,1,4,,,,,,,,,,,,,,103,7,3,97,1,40,3,4,
4,4,3,,,,30,31,31,11,,4,,,,,,,,,,,,,,,,,,,4,,,,,1900,1900,4,61.2903225806452,1,5,,,,,,,,,,,,,,133,7,3,15,1,40,3,4,
4,4,3,,,,30,31,31,11,1,1,,,,,,,,,,,,,,,,1,,,,,,,,1524.39024390244,1524.39024390244,4,49.1738788355626,1,4,4,13,,,,,,,,,,,,2,10,4,2,1,50,3,4,1
4,4,3,,,,30,31,31,11,1,1,,,,,,,,,,,,,,,,1,,,,,,,,3353.7,3353.7,6,108.183870967742,2,4,4,13,,,,,,,,,,,,1,12,4,1,1,50,3,4,1
4,4,3,,,,30,31,31,11,1,1,2,,,,,,,,,,,,,,,1,2,,,,,,,6950.72,6950.72,6,224.216774193548,3,4,3,13,,,,,,,,,,,,12,9,3,13,1,30,3,4,1
4,4,3,,,,30,31,31,11,1,2,,,,,,,,,,,,,,,,,2,,,,,,,2800,2800,5,90.3225806451613,1,5,5,13,2,,,,,,,,,,,1,10,4,1,2,20,3,4,1
4,4,3,,,,30,31,31,11,1,8,,,,,,,,,,,,,,,,,,,,5,,,,4080,4080,6,131.612903225806,2,3,3,13,,,,,,,,,,,,65,12,4,16,1,40,3,4,1
4,4,3,,,,30,31,31,11,2,16,,,,,,,,,,,,,,,,,,,,,,7,,3950.76,3950.76,6,127.443870967742,2,4,4,13,,,,,,,,,,,,64,12,4,97,1,50,3,4,2
4,4,3,,,,30,31,31,11,2,7,,,,,,,,,,,,,,,,,,,,5,,,,5405.46,5405.46,6,174.369677419355,2,5,5,13,,,,,,,,,,,,11,10,4,12,1,50,3,4,2
4,4,3,,,,300,301,,13,,1,2,,,,,,,,,,,,,,,1,2,,,,,,,29000,,98,,,5,5,13,2,,,,,,,,,,,8,11,4,9,1,40,3,4,
4,4,3,,,,300,301,,13,,11,,,,,,,,,,,,,,,,,,,,,6,,,4329.52912041286,4329.52912041286,6,,,5,5,1,2,3,4,13,,,,,,,,80,11,4,97,1,30,3,4,
4,4,3,,,,32,33,33,11,2,2,,,,,,,,,,,,,,,,,2,,,,,,,3287.79734017195,3287.79734017195,6,99.6302224294531,1,5,5,13,,,,,,,,,,,,11,8,3,12,1,40,3,4,2
4,4,3,,,,320,321,,13,,6,,,,,,,,,,,,,,,,,,,,5,,,,1693.76693766938,1693.76693766938,4,,,4,5,13,10,,,,,,,,,,,2,10,4,2,1,40,3,4,
4,4,3,,,,334,335,,13,,1,13,17,,,,,,,,,,,,,,1,,,,,6,,8,10765.6,,98,,,5,5,3,4,6,10,7,13,,,,,,,10,9,3,11,2,20,3,4,
4,4,3,,,,35,36,36,11,1,1,,,,,,,,,,,,,,,,1,,,,,,,,2300,2300,5,63.8888888888889,1,3,1,13,2,,,,,,,,,,,11,9,3,12,2,30,3,4,1
4,4,3,,,,35,36,36,11,1,1,12,,,,,,,,,,,,,,,1,,,,,6,,,7507.52,7507.52,6,208.542222222222,3,4,5,13,,,,,,,,,,,,10,10,4,11,1,50,3,4,1
4,4,3,,,,35,36,36,11,1,2,,,,,,,,,,,,,,,,,2,,,,,,,5823.5,5823.5,6,161.763888888889,2,4,3,13,,,,,,,,,,,,20,11,4,97,1,30,3,4,1
4,4,3,,,,360,361,,13,,1,13,17,,,,,,,,,,,,,,1,,,,,6,,8,13550.135501355,,98,,,5,4,1,2,3,10,13,,,,,,,,244,10,4,15,1,30,3,4,
4,4,3,,,,360,361,,13,,2,1,13,17,,,,,,,,,,,,,1,2,,,,6,,8,8166.19847128765,8166.19847128765,6,,,5,,,,,,,,,,,,,,8,7,3,9,1,30,3,4,
4,4,3,,,,364,365,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,11525.9466791974,,98,,,4,4,13,1,,,,,,,,,,,2,12,4,2,1,30,3,4,
4,4,3,,,,364,365,,13,,1,2,4,12,13,,,,,,,,,,,,1,2,,4,,6,,,15504,,98,,,5,5,1,2,3,10,7,,,,,,,,10,11,4,11,2,20,3,4,
4,4,3,,,,364,365,,13,,1,3,11,13,14,,,,,,,,,,,,1,,3,,,6,7,,96250,,98,,,5,,,,,,,,,,,,,,8,7,3,9,1,60,3,4,
4,4,3,,,,364,365,,13,,12,2,,,,,,,,,,,,,,,,2,,,,6,,,14185.780528243,,98,,,4,4,13,1,3,2,,,,,,,,,2,12,4,2,1,50,3,4,
4,4,3,,,,364,365,,13,,2,1,,,,,,,,,,,,,,,1,2,,,,,,,8700,8700,6,,,4,,,,,,,,,,,,,,8,6,2,9,2,50,3,4,
4,4,3,,,,40,41,41,11,,1,,,,,,,,,,,,,,,,1,,,,,,,,1967.94,1967.94,4,47.9985365853658,1,4,,,,,,,,,,,,,,11,5,2,12,1,20,3,4,
4,4,3,,,,40,41,41,11,1,10,,,,,,,,,,,,,,,,,,,,,6,,,3536,3536,6,86.2439024390244,1,4,4,13,,,,,,,,,,,,65,10,4,16,1,30,3,4,1
4,4,3,,,,40,41,41,11,1,2,1,,,,,,,,,,,,,,,1,2,,,,,,,3438,3438,6,83.8536585365854,1,4,4,13,,,,,,,,,,,,1,11,4,1,1,30,3,4,1
4,4,3,,,,40,41,41,11,2,1,,,,,,,,,,,,,,,,1,,,,,,,,3641.16,3641.16,6,88.8087804878049,1,4,4,13,,,,,,,,,,,,1,12,4,1,1,30,3,4,2
4,4,3,,,,40,41,41,11,2,14,,,,,,,,,,,,,,,,,,,,,,7,,4024.44,4024.44,6,98.1570731707317,1,5,5,13,2,,,,,,,,,,,1,12,4,1,1,40,3,4,2
4,4,3,,,,40,41,41,11,2,2,,,,,,,,,,,,,,,,,2,,,,,,,5823.5,5823.5,6,142.036585365854,2,3,4,13,3,4,,,,,,,,,,49,11,4,97,1,30,3,4,2
4,4,3,,,,45,46,46,11,1,11,9,,,,,,,,,,,,,,,,,,,,6,,,10000,10000,6,217.391304347826,3,5,5,2,3,13,,,,,,,,,,30,11,4,7,1,40,3,4,1
4,4,3,,,,45,46,46,11,1,12,,,,,,,,,,,,,,,,,,,,,6,,,4259.7,4259.7,6,92.6021739130435,1,3,3,13,,,,,,,,,,,,1,10,4,1,1,30,3,4,1
4,4,3,,,,50,51,51,11,,2,17,3,1,,,,,,,,,,,,,1,2,3,,,,,8,8000,8000,6,156.862745098039,2,5,,,,,,,,,,,,,,8,6,2,9,1,60,3,4,
4,4,3,,,,50,51,51,11,1,6,,,,,,,,,,,,,,,,,,,,5,,,,4200,4200,6,82.3529411764706,1,4,3,1,13,,,,,,,,,,,8,9,3,9,1,30,3,4,1
4,4,3,,,,6,7,7,7,2,1,,,,,,,,,,,,,,,,1,,,,,,,,2572.15,2572.15,5,367.45,4,5,5,13,,,,,,,,,,,,4,10,4,4,1,40,3,4,2
4,4,3,,,,6,7,7,7,2,3,,,,,,,,,,,,,,,,,,3,,,,,,4658.8,4658.8,6,665.542857142857,6,4,5,13,,,,,,,,,,,,20,11,4,97,1,40,3,4,2
4,4,3,,,,60,61,,12,1,1,3,,,,,,,,,,,,,,,1,,3,,,,,,4791,4791,6,,,5,5,13,2,1,,,,,,,,,,1,12,4,1,1,40,3,4,1
4,4,3,,,,60,61,,12,1,14,,,,,,,,,,,,,,,,,,,,,,7,,7092.8902641215,7092.8902641215,6,,,4,4,13,2,,,,,,,,,,,65,12,4,16,1,30,3,4,1
4,4,3,,,,60,61,,12,1,14,,,,,,,,,,,,,,,,,,,,,,7,,7500,7500,6,,,3,3,13,,,,,,,,,,,,130,11,4,15,1,30,3,4,1
4,4,3,,,,60,61,,12,1,7,,,,,,,,,,,,,,,,,,,,5,,,,7000,7000,6,,,4,5,13,2,,,,,,,,,,,8,8,3,9,1,30,3,4,1
4,4,3,,,,62,63,,12,1,13,,,,,,,,,,,,,,,,,,,,,6,,,2117.20867208672,2117.20867208672,5,,,5,5,2,3,4,13,,,,,,,,,36,10,4,97,1,30,3,4,1
4,4,3,,,,79,80,,12,1,2,,,,,,,,,,,,,,,,,2,,,,,,,9582,9582,6,,,4,4,4,2,1,13,,,,,,,,,2,12,4,2,1,40,3,4,1
4,4,3,,,,80,81,,12,1,13,,,,,,,,,,,,,,,,,,,,,6,,,6000,6000,6,,,3,3,13,,,,,,,,,,,,11,10,4,12,1,30,3,4,1
4,4,3,,,,89,90,,12,1,2,,,,,,,,,,,,,,,,,2,,,,,,,42344.1734417343,,98,,,5,5,13,,,,,,,,,,,,2,10,4,2,1,30,3,4,1
4,4,3,,,,89,90,,12,1,4,,,,,,,,,,,,,,,,,,,4,,,,,5025.9,5025.9,6,,,4,4,13,1,,,,,,,,,,,2,12,4,2,1,30,3,4,1
4,4,3,,,,90,91,,13,,1,2,,,,,,,,,,,,,,,1,2,,,,,,,5580.6,5580.6,6,,,4,,,,,,,,,,,,,,1,7,3,1,2,20,3,4,
4,4,3,,,,90,91,,13,,17,,,,,,,,,,,,,,,,,,,,,,,8,3744,3744,6,,,5,,,,,,,,,,,,,,1,5,2,1,1,40,3,4,
4,4,3,,,,90,91,,13,1,1,14,,,,,,,,,,,,,,,1,,,,,,7,,9577.6,9577.6,6,,,5,5,13,1,,,,,,,,,,,11,12,4,12,1,40,3,4,1
4,4,3,,,,90,91,,13,1,1,2,,,,,,,,,,,,,,,1,2,,,,,,,5868.92,5868.92,6,,,4,4,13,2,,,,,,,,,,,1,10,4,1,1,30,3,4,1
4,4,3,,,,90,91,,13,1,1,4,,,,,,,,,,,,,,,1,,,4,,,,,6413.28,6413.28,6,,,5,5,3,4,6,13,,,,,,,,,10,12,4,11,1,60,3,4,1
4,4,3,,,,90,91,,13,1,10,,,,,,,,,,,,,,,,,,,,,6,,,6500,6500,6,,,4,4,13,2,,,,,,,,,,,8,10,4,9,2,40,3,4,1
4,4,3,,,,90,91,,13,1,14,,,,,,,,,,,,,,,,,,,,,,7,,9000,9000,6,,,5,5,13,2,,,,,,,,,,,127,11,4,97,1,40,3,4,1
4,4,3,,,,90,91,,13,1,3,,,,,,,,,,,,,,,,,,3,,,,,,5500,5500,6,,,3,3,13,,,,,,,,,,,,65,12,4,16,1,40,3,4,1
4,4,3,,,,90,91,,13,1,7,,,,,,,,,,,,,,,,,,,,5,,,,5000,5000,6,,,3,3,13,,,,,,,,,,,,63,11,4,97,1,40,3,4,1
4,4,3,,,,90,91,,13,1,9,1,,,,,,,,,,,,,,,1,,,,,6,,,6000,6000,6,,,4,4,13,,,,,,,,,,,,78,12,4,15,1,30,3,4,1
4,4,3,,,,99,100,,13,1,1,7,,,,,,,,,,,,,,,1,,,,5,,,,3300,3300,6,,,4,4,2,13,3,,,,,,,,,,65,10,4,16,1,30,3,4,1
4,4,4,,,,120,121,,13,,12,,,,,,,,,,,,,,,,,,,,,6,,,3601.469399515,3601.469399515,6,,,4,,,,,,,,,,,,,,2,6,2,2,1,40,4,4,
4,4,4,,,,120,121,,13,,13,,,,,,,,,,,,,,,,,,,,,6,,,3608.8344266765,3608.8344266765,6,,,5,,,,,,,,,,,,,,2,5,2,2,1,20,4,4,
4,4,4,,,,120,121,,13,1,1,,,,,,,,,,,,,,,,1,,,,,,,,2659.83384904556,2659.83384904556,5,,,4,4,2,4,3,14,,,,,,,,,85,12,4,97,2,20,4,4,1
4,4,4,,,,120,121,,13,1,1,,,,,,,,,,,,,,,,1,,,,,,,,5980,5980,6,,,5,5,2,11,14,6,4,3,,,,,,,2,11,4,2,2,20,4,4,1
4,4,4,,,,120,121,,13,1,1,,,,,,,,,,,,,,,,1,,,,,,,,6092,6092,6,,,3,2,2,14,,,,,,,,,,,2,12,4,2,2,20,4,4,1
4,4,4,,,,120,121,,13,1,2,,,,,,,,,,,,,,,,,2,,,,,,,4234.41734417344,4234.41734417344,6,,,4,4,14,,,,,,,,,,,,2,10,4,2,1,20,4,4,1
4,4,4,,,,150,151,,13,1,11,9,,,,,,,,,,,,,,,,,,,,6,,,4433.05641507594,4433.05641507594,6,,,4,4,5,1,2,3,14,,,,,,,,2,12,4,2,2,20,4,4,1
4,4,4,,,,180,181,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,10080,,98,,,5,,,,,,,,,,,,,,5,5,2,5,2,20,4,4,
4,4,4,,,,180,181,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,4000,4000,6,,,5,,,,,,,,,,,,,,8,6,2,9,2,20,4,4,
4,4,4,,,,180,181,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,5668.8,5668.8,6,,,5,3,2,14,,,,,,,,,,,1,9,3,1,2,20,4,4,
4,4,4,,,,180,181,,13,,1,2,4,,,,,,,,,,,,,,1,2,,4,,,,,7067.25,7067.25,6,,,5,4,5,1,2,3,4,14,,,,,,,1,8,3,1,2,20,4,4,
4,4,4,,,,180,181,,13,,5,1,,,,,,,,,,,,,,,1,,,,5,,,,5842.26,5842.26,6,,,5,4,1,2,14,,,,,,,,,,1,8,3,1,2,20,4,4,
4,4,4,,,,180,181,,13,1,1,,,,,,,,,,,,,,,,1,,,,,,,,2216.52820753797,2216.52820753797,5,,,5,5,1,2,14,,,,,,,,,,1,12,4,1,2,20,4,4,1
4,4,4,,,,180,181,,13,1,1,2,,,,,,,,,,,,,,,1,2,,,,,,,5749.2,5749.2,6,,,4,4,14,1,2,6,,,,,,,,,1,12,4,1,2,20,4,4,1
4,4,4,,,,180,181,,13,1,3,1,,,,,,,,,,,,,,,1,,3,,,,,,7000,7000,6,,,5,5,1,2,14,,,,,,,,,,48,12,4,97,2,20,4,4,1
4,4,4,,,,21,22,22,11,1,1,,,,,,,,,,,,,,,,1,,,,,,,,2839.8,2839.8,5,129.081818181818,2,4,5,2,14,,,,,,,,,,,1,10,4,1,2,20,4,4,1
4,4,4,,,,240,241,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,2858.7,2858.7,5,,,4,4,2,1,14,,,,,,,,,,2,9,3,2,2,20,4,4,
4,4,4,,,,240,241,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,7360.19950470187,7360.19950470187,6,,,3,5,1,14,,,,,,,,,,,2,11,4,2,2,20,4,4,
4,4,4,,,,240,241,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,7793.15241674316,7793.15241674316,6,,,5,5,5,6,14,1,3,2,,,,,,,2,11,4,2,2,20,4,4,
4,4,4,,,,240,241,,13,,1,2,3,4,5,10,11,12,13,17,,,,,,,1,2,3,4,5,6,,8,8942.6,8942.6,6,,,4,2,1,2,3,7,8,14,,,,,,,2,9,3,2,2,20,4,4,
4,4,4,,,,250,251,,13,,1,2,,,,,,,,,,,,,,,1,2,,,,,,,5928.18428184282,5928.18428184282,6,,,5,5,2,6,3,14,,,,,,,,,2,10,4,2,2,20,4,4,
4,4,4,,,,270,271,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,8866.11283015188,8866.11283015188,6,,,3,4,14,1,,,,,,,,,,,2,12,4,2,1,20,4,4,
4,4,4,,,,28,29,29,11,1,3,17,,,,,,,,,,,,,,,,,3,,,,,8,30000,,98,,,5,5,14,1,3,4,10,,,,,,,,8,11,4,9,2,20,4,4,1
4,4,4,,,,300,301,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,11525.9466791974,,98,,,4,3,8,11,1,6,12,2,14,,,,,,2,12,4,2,2,20,4,4,
4,4,4,,,,300,301,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,2284.5,2284.5,5,,,5,4,2,14,,,,,,,,,,,2,12,4,2,2,20,4,4,
4,4,4,,,,300,301,,13,,1,14,,,,,,,,,,,,,,,1,,,,,,7,,10051.8,,98,,,4,4,1,2,10,14,,,,,,,,,2,12,4,2,2,20,4,4,
4,4,4,,,,300,301,,13,,1,2,3,4,13,,,,,,,,,,,,1,2,3,4,,6,,,5668.8,5668.8,6,,,4,4,1,2,,,,,,,,,,,1,9,3,1,2,20,4,4,
4,4,4,,,,300,301,,13,,2,,,,,,,,,,,,,,,,,2,,,,,,,13554.7,,98,,,3,4,2,3,4,14,,,,,,,,,2,12,4,2,1,20,4,4,
4,4,4,,,,300,301,,13,,6,13,,,,,,,,,,,,,,,,,,,5,6,,,3350.6,3350.6,6,,,4,4,1,3,2,14,,,,,,,,,2,12,4,2,1,20,4,4,
4,4,4,,,,330,331,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,11563.5,,98,,,4,5,14,,,,,,,,,,,,9,12,4,10,2,20,4,4,
4,4,4,,,,330,331,,13,,13,,,,,,,,,,,,,,,,,,,,,6,,,7051.42563234696,7051.42563234696,6,,,5,5,1,2,3,7,9,11,14,13,,,,,2,9,3,2,2,20,4,4,
4,4,4,,,,330,331,,13,,15,1,17,,,,,,,,,,,,,,1,,,,,,7,8,9524.9640649083,9524.9640649083,6,,,4,4,1,2,3,14,,,,,,,,,2,11,4,2,2,20,4,4,
4,4,4,,,,359,360,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,10000,10000,6,,,5,3,1,2,4,14,,,,,,,,,71,8,3,15,1,20,4,4,
4,4,4,,,,364,365,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,11960,,98,,,5,4,2,3,4,5,10,14,,,,,,,2,11,4,2,1,20,4,4,
4,4,4,,,,364,365,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,74880,,98,,,5,,,,,,,,,,,,,,1,5,2,1,2,20,4,4,
4,4,4,,,,364,365,,13,,1,17,,,,,,,,,,,,,,,1,,,,,,,8,11525.9466791974,,98,,,4,4,14,5,1,,,,,,,,,,2,12,4,2,2,20,4,4,
4,4,4,,,,364,365,,13,,1,2,3,4,13,,,,,,,,,,,,1,2,3,4,,6,,,18846,,98,,,4,4,1,2,3,5,6,14,,,,,,,1,8,3,1,1,20,4,4,
4,4,4,,,,364,365,,13,,1,2,4,,,,,,,,,,,,,,1,2,,4,,,,,3674.97,3674.97,6,,,5,5,1,2,5,10,14,,,,,,,,1,8,3,1,2,20,4,4,
4,4,4,,,,364,365,,13,,1,2,4,13,17,,,,,,,,,,,,1,2,,4,,6,,8,20122.2,,98,,,5,2,1,2,3,4,6,7,8,10,11,14,,,1,12,4,1,2,20,4,4,
4,4,4,,,,364,365,,13,,1,3,2,14,13,17,,,,,,,,,,,1,2,3,,,6,7,8,9520,9520,6,,,5,3,1,2,3,4,6,10,9,14,,,,,65,12,4,16,2,30,4,4,
4,4,4,,,,364,365,,13,,1,3,4,7,,,,,,,,,,,,,1,,3,4,5,,,,7536.19590562909,7536.19590562909,6,,,5,3,1,2,3,5,10,14,,,,,,,14,12,4,97,1,20,4,4,
4,4,4,,,,364,365,,13,,17,4,3,1,,,,,,,,,,,,,1,,3,4,,,,8,31172.6096669726,,98,,,4,4,1,2,3,6,7,10,11,14,,,,,2,11,4,2,2,20,4,4,
4,4,4,,,,60,61,,12,1,9,,,,,,,,,,,,,,,,,,,,,6,,,1693.76693766938,1693.76693766938,4,,,4,4,14,,,,,,,,,,,,2,10,4,2,1,20,4,4,1
4,4,4,,,,89,90,,12,,2,,,,,,,,,,,,,,,,,2,,,,,,,3500,3500,6,,,4,,,,,,,,,,,,,,2,6,2,2,2,20,4,4,
4,4,4,,,,90,91,,13,,1,2,,,,,,,,,,,,,,,1,2,,,,,,,8000,8000,6,,,5,,,,,,,,,,,,,,11,6,2,12,1,20,4,4,
4,4,4,,,,90,91,,13,1,1,3,,,,,,,,,,,,,,,1,,3,,,,,,3463.62329633029,3463.62329633029,6,,,5,5,1,2,14,,,,,,,,,,2,11,4,2,2,20,4,4,1
4,4,4,,,,90,91,,13,1,1,4,,,,,,,,,,,,,,,1,,,4,,,,,4569,4569,6,,,5,5,1,2,3,10,14,,,,,,,,2,12,4,2,2,20,4,4,1
4,4,4,,,,90,91,,13,1,14,,,,,,,,,,,,,,,,,,,,,,7,,2741.4,2741.4,5,,,5,2,14,,,,,,,,,,,,2,12,4,2,1,20,4,4,1
4,4,4,,,,90,91,,13,1,7,1,2,,,,,,,,,,,,,,1,2,,,5,,,,2741.4,2741.4,5,,,5,4,2,1,14,,,,,,,,,,2,12,4,2,2,20,4,4,1
4,4,4,,,,92,93,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,4009.81602964056,4009.81602964056,6,,,5,,,,,,,,,,,,,,271,5,2,97,2,20,4,4,
4,4,5,,,,62,63,,12,,2,13,10,,,,,,,,,,,,,,,2,,,,6,,,326.647938851506,326.647938851506,1,,,3,,,,,,,,,,,,,,36,7,3,97,1,40,5,4,
40,4,2,13,,,150,151,,13,,1,13,9,12,,,,,,,,,,,,,1,,,,,6,,,6663.6,6663.6,6,,,5,,,,,,,,,,,,,,11,6,2,12,1,30,2,4,
40,4,3,,,,20,21,21,11,1,1,,,,,,,,,,,,,,,,1,,,,,,,,1693.76693766938,1693.76693766938,4,80.6555684604465,1,3,3,13,,,,,,,,,,,,2,10,4,2,1,50,3,4,1
5,4,1,1,2,12,150,151,,13,1,6,,,,,,,,,,,,,,,,,,,,5,,,,1693.76693766938,1693.76693766938,4,,,4,5,2,,,,,,,,,,,,2,10,4,2,1,20,1,4,1
5,4,1,1,3,5,300,301,,13,,3,,,,,,,,,,,,,,,,,,3,,,,,,13299.1692452278,,98,,,5,4,1,3,,,,,,,,,,,2,12,4,2,1,50,1,4,
5,4,1,2,1,5,364,365,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,17732.2256603038,,98,,,5,5,1,2,,,,,,,,,,,2,12,4,2,1,20,1,4,
5,4,1,2,3,4,240,241,,13,,1,2,3,,,,,,,,,,,,,,1,2,3,,,,,,12988.5873612386,,98,,,4,4,1,2,3,4,,,,,,,,,2,11,4,2,1,30,1,4,
5,4,1,2,4,3,180,181,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,9954.95383390159,9954.95383390159,6,,,5,4,10,2,1,3,,,,,,,,,2,9,3,2,2,30,1,4,
5,4,1,2,5,8,240,241,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,2990,2990,5,,,4,4,1,2,3,12,,,,,,,,,2,11,4,2,2,20,1,4,
5,4,1,3,2,10,119,120,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,84900,,98,,,5,,,,,,,,,,,,,,2,7,3,2,1,20,1,4,
5,4,1,3,4,1,150,151,,13,1,13,3,6,,,,,,,,,,,,,,,,3,,5,6,,,2540.65040650407,2540.65040650407,5,,,4,4,2,4,11,,,,,,,,,,2,10,4,2,2,60,1,4,1
5,4,1,3,4,7,89,90,,12,,1,13,17,,,,,,,,,,,,,,1,,,,,6,,8,2000,2000,4,,,5,,,,,,,,,,,,,,48,5,2,97,2,30,1,4,
5,4,1,3,5,7,270,271,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,23379.4572502295,,98,,,5,5,1,2,3,4,5,6,,,,,,,2,11,4,2,2,20,1,4,
5,4,2,1,,,20,21,21,11,1,1,,,,,,,,,,,,,,,,1,,,,,,,,1773.22256603038,1773.22256603038,4,84.4391698109702,1,5,4,1,,,,,,,,,,,,1,12,4,1,1,20,2,4,1
5,4,2,1,2,,300,301,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,9524.9640649083,9524.9640649083,6,,,5,5,1,2,,,,,,,,,,,2,11,4,2,2,30,2,4,
5,4,2,1,2,,364,365,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,7793.15241674316,7793.15241674316,6,,,4,4,1,2,,,,,,,,,,,2,11,4,2,1,20,2,4,
5,4,2,1,2,11,180,181,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,1200.48979983833,1200.48979983833,3,,,4,,,,,,,,,,,,,,2,6,2,2,1,20,2,4,
5,4,2,1,2,3,180,181,,13,,12,,,,,,,,,,,,,,,,,,,,,6,,,2345.6,2345.6,5,,,4,4,1,2,3,,,,,,,,,,2,9,3,2,1,20,2,4,
5,4,2,1,2,4,29,30,30,11,1,1,,,,,,,,,,,,,,,,1,,,,,,,,95.82,95.82,1,3.194,1,5,5,1,2,,,,,,,,,,,1,12,4,1,2,20,2,4,1
5,4,2,1,2,5,150,151,,13,1,1,10,,,,,,,,,,,,,,,1,,,,,6,,,7351,7351,6,,,5,5,1,2,3,10,4,5,6,12,,,,,6,12,4,8,1,20,2,4,1
5,4,2,13,,,100,101,,13,,7,,,,,,,,,,,,,,,,,,,,5,,,,5200,5200,6,,,5,,,,,,,,,,,,,,8,6,2,9,2,40,2,4,
5,4,2,13,,,100,101,,13,1,9,,,,,,,,,,,,,,,,,,,,,6,,,4800,4800,6,,,5,5,1,2,3,10,11,,,,,,,,8,11,4,9,2,30,2,4,1
