D_NAT,M일HAP,Q7A,Q7a_dk,Q7a2,Q7a3,Q7a4,Q7a5,Q7a6,Q7a7,Q7a8,D_GUB,D_MOK,총액1인TOT항공제외2,Q8a03,Q8a12,Q8_1a1,Q8_1a2,Q8_1a3,동행자유형,국가명,웰니스참여,웰니스만족,log_총액,year
3,10,2,,,,,5.0,,,,1,1,270.99,,,5,2.0,1.0,가족,대만,0,0,5.602081919829862,2023
7,5,2,,,,4.0,,,,,3,1,617.63,3.0,,3,1.0,,가족,베트남,1,1,6.425889572660367,2023
3,5,2,,2.0,,,,,,,1,1,1116.55,,,2,1.0,,가족,대만,0,0,7.017998853080896,2023
3,6,2,,2.0,,4.0,,,,,3,1,2078.25,,,10,11.0,9.0,가족,대만,0,0,7.639281472411198,2023
6,53,1,1.0,,,,,,,,1,2,867.0,3.0,,2,3.0,1.0,혼자,태국,1,1,6.7650389767805414,2023
3,4,2,,,,,,6.0,,,3,1,1365.94,,,6,2.0,5.0,친구,대만,0,0,7.219598115300754,2023
6,26,1,1.0,,,,,,,,1,2,1300.5,3.0,,3,2.0,5.0,혼자,태국,1,1,7.170504084888706,2023
16,6,2,,,3.0,,,,,,1,2,581.0,3.0,,3,6.0,5.0,가족,영국,1,1,6.364750756851911,2023
18,14,2,,,,,,6.0,,,1,1,3579.48,,,4,6.0,10.0,친구,독일,0,0,8.182972817448093,2023
7,5,2,,,,,5.0,6.0,,,3,1,900.71,,,4,1.0,15.0,가족,베트남,0,0,6.803183341203917,2023
6,6,1,1.0,,,,,,,,1,1,867.0,3.0,,3,2.0,13.0,혼자,태국,1,1,6.7650389767805414,2023
3,5,2,,2.0,,4.0,,,,,2,1,1124.7,,,19,1.0,2.0,가족,대만,0,0,7.025271612409976,2023
12,8,2,,,,4.0,,,,,1,1,942.5,3.0,,5,4.0,2.0,가족,중동,1,0,6.848535919322166,2023
4,4,1,1.0,,,,,,,,1,1,1000.0,3.0,,4,6.0,2.0,혼자,미국,1,0,6.907755278982137,2023
12,38,2,,2.0,,4.0,,,,,1,1,525.0,,,1,11.0,2.0,가족,중동,0,0,6.263398262591624,2023
4,7,2,,,3.0,,,,,,1,1,850.0,,,6,2.0,10.0,가족,미국,0,0,6.745236349484363,2023
16,7,1,1.0,,,,,,,,1,2,277.2,3.0,,3,10.0,6.0,혼자,영국,1,1,5.624739267315748,2023
4,8,2,,,,4.0,,,,,1,1,2000.0,3.0,,3,1.0,2.0,가족,미국,1,1,7.600902459542082,2023
7,8,2,,2.0,,,,,,,1,1,1650.0,3.0,,3,1.0,4.0,가족,베트남,1,1,7.408530566894626,2023
1,8,1,1.0,,,,,,,,1,2,1545.08,,,2,1.0,13.0,혼자,중국,0,0,7.342830967926586,2023
6,8,1,1.0,,,,,,,,1,1,1271.6,3.0,,3,1.0,4.0,혼자,태국,1,1,7.148031229036648,2023
1,8,2,,2.0,,,,,,,1,2,664.24,,,2,1.0,,가족,중국,0,0,6.4986435299537755,2023
4,10,2,,,,,,6.0,,,1,1,937.5,3.0,,1,3.0,2.0,친구,미국,1,1,6.843216757844566,2023
6,6,1,1.0,,,,,,,,1,1,1387.2,3.0,,11,3.0,2.0,혼자,태국,1,1,7.235042606026277,2023
5,4,1,1.0,,,,,,,,1,1,1178.52,,12.0,1,10.0,15.0,혼자,홍콩,1,0,7.0720146929576835,2023
4,9,2,,,,,,6.0,,,3,1,8500.0,3.0,,3,15.0,,친구,미국,1,1,9.047821442478408,2023
18,13,2,,2.0,,,,,,,1,1,929.6,,,4,2.0,10.0,가족,독일,0,0,6.8347543860976465,2023
2,2,1,1.0,,,,,,,,1,1,144.4,,,7,,,혼자,일본,0,0,4.972587226458726,2023
1,88,1,1.0,,,,,,,,1,2,4664.12,3.0,,18,3.0,2.0,혼자,중국,1,1,8.447654456687337,2023
2,3,2,,,,,,6.0,,,1,2,534.28,,,2,1.0,,친구,일본,0,0,6.280920046108904,2023
16,14,1,1.0,,,,,,,,1,2,1012.37,3.0,,15,6.0,1.0,혼자,영국,1,0,6.920049395675615,2023
18,14,2,,,,,,6.0,,,1,2,1411.49,3.0,,1,10.0,3.0,친구,독일,1,1,7.25240116300674,2023
10,7,2,,,,,5.0,,,,3,2,3391.55,,12.0,2,12.0,,가족,싱가포르,1,1,8.129042323016662,2023
4,6,1,1.0,,,,,,,,1,1,800.0,3.0,,3,2.0,6.0,혼자,미국,1,1,6.684611727667927,2023
2,6,1,1.0,,,,,,,,1,2,706.8,,,19,1.0,2.0,혼자,일본,0,0,6.560747740445541,2023
6,4,2,,,,,5.0,,,,1,1,481.67,,,1,9.0,5.0,가족,태국,0,0,6.1772592322697015,2023
6,6,1,1.0,,,,,,,,1,1,650.25,3.0,,3,4.0,2.0,혼자,태국,1,1,6.477356904328761,2023
10,7,2,,2.0,,4.0,,,,,2,1,2756.87,3.0,,3,,,가족,싱가포르,1,1,7.921851257209861,2023
10,8,2,,,,4.0,,,,,2,1,2347.07,,,4,6.0,2.0,가족,싱가포르,0,0,7.760923020715163,2023
6,4,2,,,,,,6.0,,,1,1,1445.0,,12.0,2,9.0,12.0,친구,태국,1,1,7.275864600546533,2023
4,7,1,1.0,,,,,,,,1,1,900.0,,,10,7.0,1.0,혼자,미국,0,0,6.802394763324311,2023
6,3,2,,,,,5.0,,,,1,1,963.33,3.0,,3,2.0,4.0,가족,태국,1,1,6.870396032224769,2023
4,15,1,1.0,,,,,,,,3,1,5040.0,3.0,,3,5.0,4.0,혼자,미국,1,1,8.525161361065415,2023
12,7,2,,,3.0,4.0,5.0,,,,1,1,2437.5,3.0,,2,3.0,4.0,가족,중동,1,1,7.798728202872002,2023
4,14,2,,,,,,6.0,,,3,1,8453.6,3.0,,3,,,친구,미국,1,1,9.04234766512682,2023
1,8,1,1.0,,,,,,,,1,2,1660.6,,,2,1.0,,혼자,중국,0,0,7.414934261827931,2023
1,15,1,1.0,,,,,,,,1,2,2393.32,3.0,,2,3.0,,혼자,중국,1,1,7.780436802328001,2023
6,4,1,1.0,,,,,,,,1,1,1445.0,3.0,,1,3.0,8.0,혼자,태국,1,1,7.275864600546533,2023
10,8,2,,,3.0,,5.0,,,,1,1,1106.47,3.0,,2,3.0,4.0,가족,싱가포르,1,1,7.008930046606608,2023
1,9,1,1.0,,,,,,,,1,2,577.6,,,2,8.0,1.0,혼자,중국,0,0,6.358881587578616,2023
10,9,2,,2.0,,,,,,,1,1,733.92,3.0,,1,3.0,2.0,가족,싱가포르,1,1,6.598400030848862,2023
5,5,2,,,3.0,,5.0,,,,1,1,333.06,3.0,,1,2.0,3.0,가족,홍콩,1,1,5.808322653930125,2023
10,6,2,,2.0,,,,,,,1,1,1832.95,3.0,,2,3.0,1.0,가족,싱가포르,1,1,7.51368196978081,2023
10,14,1,1.0,,,,,,,,1,1,1564.71,3.0,,3,4.0,,혼자,싱가포르,1,1,7.355455782289059,2023
12,31,1,1.0,,,,,,,,1,1,2184.87,,,2,11.0,,혼자,중동,0,0,7.689311609192194,2023
10,7,2,,2.0,,,,,,,1,1,1380.67,3.0,,3,5.0,1.0,가족,싱가포르,1,1,7.230324167577118,2023
10,7,2,,2.0,3.0,4.0,5.0,,7.0,,1,1,605.39,3.0,,11,15.0,1.0,가족,싱가포르,1,0,6.405872878446569,2023
5,11,2,,,3.0,,,,,,1,1,848.66,,,2,1.0,11.0,가족,홍콩,0,0,6.743658634958844,2023
12,2,1,1.0,,,,,,,,1,1,144.4,,,4,,,혼자,중동,0,0,4.972587226458726,2023
7,5,2,,,,4.0,5.0,,,,3,1,1575.0,3.0,,2,8.0,6.0,가족,베트남,1,0,7.362010551259734,2023
7,5,2,,,,,5.0,,,,3,1,6512.1,,,2,6.0,5.0,가족,베트남,0,0,8.781417263829827,2023
10,7,2,,2.0,,,,,,,1,1,1024.51,3.0,,1,6.0,11.0,가족,싱가포르,1,0,6.931969728490273,2023
16,15,2,,,3.0,,,,,,1,1,1335.62,3.0,,3,2.0,4.0,가족,영국,1,1,7.197150882500658,2023
7,5,2,,,3.0,,,,,8.0,3,1,1583.4,3.0,,2,3.0,5.0,가족,베트남,1,1,7.367329712737334,2023
6,24,2,,,,,5.0,,,,3,1,1734.0,3.0,,2,6.0,15.0,가족,태국,1,0,7.458186157340487,2023
6,4,2,,,,,,,7.0,,3,1,1445.0,3.0,,3,1.0,11.0,직장동료,태국,1,1,7.275864600546533,2023
7,7,2,,2.0,,,,6.0,7.0,,1,1,725.19,3.0,,15,3.0,1.0,가족,베트남,1,1,6.586433689486119,2023
7,5,2,,,3.0,,5.0,,,,3,1,2300.0,3.0,,3,8.0,15.0,가족,베트남,1,1,7.7406644019172415,2023
7,4,2,,2.0,,4.0,5.0,,,,3,1,1546.65,,,10,1.0,2.0,가족,베트남,0,0,7.3438465806320625,2023
4,7,2,,,,4.0,,6.0,,,1,2,915.0,,,7,10.0,11.0,가족,미국,0,0,6.818924065275521,2023
12,9,2,,2.0,,,,,,,1,1,5400.0,,,2,11.0,1.0,가족,중동,0,0,8.594154232552366,2023
6,8,2,,,,,5.0,,,,1,2,1613.56,3.0,,1,3.0,4.0,가족,태국,1,1,7.3861981970417165,2023
4,14,1,1.0,,,,,,,,1,2,300.0,3.0,,3,,,혼자,미국,1,1,5.703782474656201,2023
4,60,1,1.0,,,,,,,,1,2,3520.0,3.0,,10,3.0,2.0,혼자,미국,1,1,8.166216268592143,2023
6,7,2,,2.0,,4.0,,,,,1,2,676.82,,,2,1.0,11.0,가족,태국,0,0,6.51740535868282,2023
4,7,2,,,,,,6.0,,,1,2,1750.0,3.0,,2,5.0,1.0,친구,미국,1,0,7.4673710669175595,2023
4,28,2,,2.0,,,,,,,1,2,3475.0,3.0,12.0,10,6.0,3.0,가족,미국,1,1,8.153349757998892,2023
3,6,2,,2.0,,,5.0,,,,1,1,988.87,3.0,,2,10.0,3.0,가족,대만,1,1,6.896562877077987,2023
10,5,2,,,,,,6.0,,,1,1,1128.83,,,5,2.0,1.0,친구,싱가포르,0,0,7.028936977081264,2023
3,4,2,,2.0,,4.0,,,,,1,1,530.08,3.0,,1,3.0,2.0,가족,대만,1,1,6.273027938551586,2023
4,41,1,1.0,,,,,,,,1,2,835.0,3.0,,2,6.0,4.0,혼자,미국,1,0,6.727431724850855,2023
4,7,1,1.0,,,,,,,,1,2,780.0,,,11,,,혼자,미국,0,0,6.659293919683638,2023
5,7,2,,,3.0,,5.0,,,,1,1,1100.0,3.0,,2,6.0,3.0,가족,홍콩,1,1,7.003065458786462,2023
2,3,2,,,,,,6.0,,,1,1,351.12,,,7,2.0,1.0,친구,일본,0,0,5.861128045379979,2023
3,5,2,,,,,,6.0,,,2,1,630.27,,,2,4.0,6.0,친구,대만,0,0,6.446148299003646,2023
3,5,2,,2.0,,,,,,,3,1,1141.0,3.0,,1,2.0,3.0,가족,대만,1,1,7.039660349862076,2023
5,6,2,,2.0,,4.0,5.0,,,,1,1,768.6,3.0,,1,2.0,3.0,가족,홍콩,1,1,6.644570678130743,2023
3,6,2,,,,,5.0,,,,1,1,434.27,,,4,6.0,5.0,가족,대만,0,0,6.073666460479763,2023
3,11,2,,2.0,,4.0,,,,,1,2,3242.57,,,2,1.0,,가족,대만,0,0,8.084121504238222,2023
3,7,1,1.0,,,,,,,,1,1,1108.4,3.0,,10,11.0,3.0,혼자,대만,1,1,7.010672812988823,2023
4,15,2,,2.0,,,,,,,1,2,2995.0,3.0,,4,6.0,3.0,가족,미국,1,1,8.00469951054955,2023
3,5,1,1.0,,,,,,,,1,1,1780.29,3.0,12.0,6,3.0,2.0,혼자,대만,1,1,7.484531551364204,2023
3,5,2,,,3.0,,5.0,,,,1,1,4482.5,3.0,,1,2.0,5.0,가족,대만,1,0,8.407936205479288,2023
5,6,2,,,,,5.0,,,,1,1,1466.67,,12.0,11,2.0,12.0,가족,홍콩,1,1,7.290749803962933,2023
2,3,1,1.0,,,,,,,,1,1,543.4,,,2,1.0,,혼자,일본,0,0,6.297845696992248,2023
3,6,2,,2.0,,4.0,,,,,1,1,723.72,3.0,,1,2.0,3.0,가족,대만,1,1,6.584404577250896,2023
3,5,2,,2.0,,,,,,,1,1,929.1,3.0,,3,4.0,1.0,가족,대만,1,1,6.834216375647267,2023
10,3,1,1.0,,,,,,,,1,1,608.75,3.0,,3,1.0,2.0,혼자,싱가포르,1,1,6.411407674396799,2023
3,11,1,1.0,,,,,,,,1,2,1483.3,3.0,,1,2.0,7.0,혼자,대만,1,0,7.302024614329567,2023
3,3,2,,,,,,6.0,,,1,1,1255.1,,,1,2.0,,친구,대만,0,0,7.1349705296664006,2023
3,6,2,,,3.0,4.0,,,,,1,1,957.62,3.0,,1,2.0,3.0,가족,대만,1,1,6.864451039572865,2023
2,8,1,1.0,,,,,,,,1,2,782.8,,12.0,12,2.0,1.0,혼자,일본,1,1,6.662877235521921,2023
2,4,2,,,,,,6.0,,,1,1,414.2,,,10,1.0,2.0,친구,일본,0,0,6.026348948961484,2023
4,10,2,,,,,,6.0,,,1,1,1760.0,3.0,,4,3.0,,친구,미국,1,1,7.473069088032197,2023
10,6,2,,,,,,6.0,,,1,1,745.1,,12.0,1,5.0,2.0,친구,싱가포르,1,0,6.613518437559682,2023
1,15,1,1.0,,,,,,,,1,2,989.14,,,2,1.0,,혼자,중국,0,0,6.89683587873286,2023
18,8,1,1.0,,,,,,,,1,1,1047.13,3.0,,3,1.0,4.0,혼자,독일,1,1,6.953808367441683,2023
2,4,1,1.0,,,,,,,,1,1,836.0,,,2,1.0,,혼자,일본,0,0,6.728628613084702,2023
7,4,1,1.0,,,,,,,,1,1,656.23,3.0,,1,3.0,2.0,혼자,베트남,1,1,6.486511337250949,2023
5,5,2,,,,,,6.0,,,1,1,505.99,3.0,,1,2.0,4.0,친구,홍콩,1,0,6.226516906246328,2023
3,5,2,,,,,5.0,,,,3,1,5877.78,,,6,2.0,1.0,가족,대만,0,0,8.678934418581933,2023
16,20,1,1.0,,,,,,,,1,1,5182.36,,,2,1.0,19.0,혼자,영국,0,0,8.553015829955664,2023
3,5,2,,,,,5.0,,,,3,1,1003.65,3.0,,3,1.0,2.0,가족,대만,1,1,6.911398633896936,2023
1,11,1,1.0,,,,,,,,1,2,9549.51,,,13,,,혼자,중국,0,0,9.164245123257906,2023
1,12,1,1.0,,,,,,,,1,2,347.42,,,1,2.0,,혼자,중국,0,0,5.850534422673777,2023
2,3,2,,,,,,6.0,,,1,1,345.8,,,11,10.0,4.0,친구,일본,0,0,5.84586057324919,2023
3,5,1,1.0,,,,,,,,3,1,1304.0,,,2,11.0,1.0,혼자,대만,0,0,7.1731917424865985,2023
18,2,1,1.0,,,,,,,,1,1,213.7,,,1,,,혼자,독일,0,0,5.364573162325102,2023
1,8,2,,,3.0,,,,,,1,1,895.28,,,2,6.0,1.0,가족,중국,0,0,6.797136518509772,2023
16,21,1,1.0,,,,,,,,1,2,2169.36,3.0,,4,3.0,1.0,혼자,영국,1,1,7.682187472158265,2023
3,4,1,1.0,,,,,,,,3,1,1467.0,3.0,,3,1.0,2.0,혼자,대만,1,1,7.2909747781429814,2023
3,4,2,,,3.0,,5.0,,,,1,1,1164.29,,,2,6.0,4.0,가족,대만,0,0,7.059866738154415,2023
10,9,1,1.0,,,,,,,,1,2,1553.53,3.0,,2,15.0,3.0,혼자,싱가포르,1,1,7.348285039879343,2023
5,11,2,,2.0,,,,,,,1,1,640.5,3.0,12.0,15,2.0,,가족,홍콩,1,0,6.4622491213367885,2023
3,7,2,,,,,5.0,,,,1,1,978.0,,12.0,12,2.0,6.0,가족,대만,1,1,6.885509670034818,2023
5,22,2,,,3.0,,,,,,1,1,1258.43,3.0,,15,3.0,5.0,가족,홍콩,1,1,7.137620191256472,2023
1,11,1,1.0,,,,,,,,1,2,433.2,,,2,1.0,,혼자,중국,0,0,6.071199515126835,2023
18,16,2,,2.0,,,,,,,1,2,1869.87,,,4,1.0,6.0,가족,독일,0,0,7.533624188715517,2023
2,3,2,,,,,,6.0,,,3,1,1223.6,3.0,,7,5.0,2.0,친구,일본,1,0,7.109552612276748,2023
2,5,2,,,,4.0,,,,,1,2,193.01,3.0,,1,2.0,3.0,가족,일본,1,1,5.262742001034116,2023
1,5,2,,,,,5.0,,,,1,1,9549.51,,,2,13.0,,가족,중국,0,0,9.164245123257906,2023
3,4,1,1.0,,,,,,,,3,1,978.0,,,5,4.0,1.0,혼자,대만,0,0,6.885509670034818,2023
18,72,1,1.0,,,,,,,,1,2,7800.05,3.0,,6,5.0,4.0,혼자,독일,1,0,8.961885422913548,2023
2,2,1,1.0,,,,,,,,1,1,212.8,,,6,2.0,,혼자,일본,0,0,5.360352757467489,2023
16,3,2,,2.0,,,,,,,1,2,650.0,,,1,2.0,,가족,영국,0,0,6.476972362889683,2023
6,7,2,,,,,,6.0,,,1,1,1200.0,3.0,,2,3.0,6.0,친구,태국,1,1,7.090076835776092,2023
6,5,2,,,,,,6.0,,,1,1,609.79,,12.0,12,8.0,2.0,친구,태국,1,1,6.413114635600407,2023
1,31,1,1.0,,,,,,,,1,2,2454.8,,12.0,1,12.0,2.0,혼자,중국,1,1,7.805800570514942,2023
1,15,1,1.0,,,,,,,,1,2,3321.2,,,2,1.0,6.0,혼자,중국,0,0,8.108081442387876,2023
3,4,2,,2.0,3.0,,5.0,,,,3,1,1086.67,3.0,,3,6.0,1.0,가족,대만,1,1,6.990873253172602,2023
2,6,2,,2.0,,4.0,,,,,1,2,399.0,3.0,,3,1.0,2.0,가족,일본,1,1,5.988961416889864,2023
2,5,1,1.0,,,,,,,,1,2,152.0,3.0,,6,3.0,,혼자,일본,1,1,5.0238805208462765,2023
5,7,2,,,,,,6.0,,,1,1,986.37,3.0,,15,1.0,3.0,친구,홍콩,1,1,6.894031537762327,2023
3,4,2,,,3.0,,5.0,,,,3,1,815.0,3.0,,3,2.0,1.0,가족,대만,1,1,6.703188113240863,2023
1,61,1,1.0,,,,,,,,1,2,1837.46,,,2,1.0,,혼자,중국,0,0,7.516139462142567,2023
3,4,1,1.0,,,,,,,,3,1,1158.06,,,11,2.0,1.0,혼자,대만,0,0,7.054501470262172,2023
4,7,2,,2.0,,,,,,,1,2,144.4,,,1,2.0,,가족,미국,0,0,4.972587226458726,2023
1,15,1,1.0,,,,,,,,1,2,3537.8,,,1,2.0,,혼자,중국,0,0,8.171260344009408,2023
5,6,2,,2.0,,4.0,,,,,1,1,529.48,,,7,1.0,15.0,가족,홍콩,0,0,6.27189539284557,2023
1,51,2,,,,,5.0,,,,1,2,4572.67,,,2,10.0,,가족,중국,0,0,8.42785255836013,2023
3,4,1,1.0,,,,,,,,3,1,1544.08,3.0,12.0,3,2.0,12.0,혼자,대만,1,1,7.342183542713952,2023
1,10,2,,2.0,,,,,,,1,1,888.06,,,2,1.0,,가족,중국,0,0,6.789039308277152,2023
2,3,1,1.0,,,,,,,,1,1,152.0,,,11,,,혼자,일본,0,0,5.0238805208462765,2023
5,8,2,,2.0,,4.0,,,,,1,1,2006.9,,,15,2.0,,가족,홍콩,0,0,7.604346521944637,2023
3,4,1,1.0,,,,,,,,3,1,1304.0,3.0,,4,3.0,5.0,혼자,대만,1,1,7.1731917424865985,2023
2,7,2,,2.0,,4.0,,,,,1,2,456.0,,,2,1.0,,가족,일본,0,0,6.1224928095143865,2023
2,4,2,,,,,,6.0,,,1,1,1402.2,,,10,2.0,1.0,친구,일본,0,0,7.245797710772868,2023
16,8,1,1.0,,,,,,,,1,1,3254.04,3.0,,1,6.0,3.0,혼자,영국,1,1,8.087652580266429,2023
4,13,1,1.0,,,,,,,,1,1,870.0,3.0,,1,11.0,5.0,혼자,미국,1,0,6.76849321164863,2023
2,22,2,,2.0,,,,,,,1,2,1083.0,3.0,,5,1.0,3.0,가족,일본,1,1,6.9874902470009905,2023
4,6,2,,,,,,6.0,,,1,2,2000.0,3.0,,4,1.0,3.0,친구,미국,1,1,7.600902459542082,2023
18,14,2,,2.0,,,,,,,2,2,2056.86,,,1,2.0,,가족,독일,0,0,7.628935827054787,2023
1,15,1,1.0,,,,,,,,1,2,4043.2,,12.0,12,2.0,,혼자,중국,1,1,8.30479173663393,2023
5,5,1,1.0,,,,,,,,1,1,1024.8,,,4,6.0,2.0,혼자,홍콩,0,0,6.932252750582524,2023
3,4,2,,2.0,,,,,,,3,1,1304.0,3.0,,3,1.0,6.0,가족,대만,1,1,7.1731917424865985,2023
18,6,1,1.0,,,,,,,,1,1,544.94,3.0,,1,3.0,15.0,혼자,독일,1,1,6.300675696859584,2023
2,4,2,,,,,,6.0,,,1,1,1026.0,,12.0,2,1.0,12.0,친구,일본,1,1,6.933423025730715,2023
1,6,2,,,,,,6.0,,,1,1,1083.0,3.0,,2,3.0,10.0,친구,중국,1,1,6.9874902470009905,2023
18,6,1,1.0,,,,,,,,1,1,1367.68,3.0,,5,10.0,4.0,혼자,독일,1,0,7.220871152690728,2023
5,6,2,,,,,,6.0,,,1,1,1543.6,3.0,,3,2.0,4.0,친구,홍콩,1,1,7.341872629663464,2023
4,3,1,1.0,,,,,,,,1,2,185.0,,,1,,,혼자,미국,0,0,5.220355825078324,2023
2,5,1,1.0,,,,,,,,1,1,328.32,,,8,1.0,2.0,혼자,일본,0,0,5.79398874254235,2023
2,3,2,,,,,,6.0,,,1,1,281.2,,,11,10.0,1.0,친구,일본,0,0,5.63906615993651,2023
5,7,2,,2.0,,4.0,,,,,1,1,519.45,,,15,2.0,13.0,가족,홍콩,0,0,6.252770559516541,2023
5,5,2,,,,,,6.0,,,1,1,8864.52,,,1,2.0,11.0,친구,홍콩,0,0,9.089812071526312,2023
5,7,2,,,,,,6.0,,,1,1,1485.96,3.0,,1,3.0,2.0,친구,홍콩,1,1,7.3038163070150075,2023
2,3,2,,2.0,,,,,,,1,2,608.0,3.0,,3,2.0,,가족,일본,1,1,6.410174881966167,2023
2,3,2,,,,,,6.0,,,2,1,1254.0,,,2,1.0,,친구,일본,0,0,7.134093721192866,2023
1,15,1,1.0,,,,,,,,1,2,463.22,,,19,,,혼자,중국,0,0,6.138202103219566,2023
4,11,2,,2.0,,,,,,,1,1,950.0,,,8,2.0,,가족,미국,0,0,6.856461984594587,2023
10,9,2,,2.0,,,,,,,1,1,1994.63,3.0,,3,4.0,6.0,가족,싱가포르,1,1,7.5982138484643045,2023
6,14,1,1.0,,,,,,,,1,2,1603.95,3.0,12.0,12,2.0,3.0,혼자,태국,1,1,7.380224615870775,2023
2,3,2,,,,,,6.0,,,1,1,471.2,,,2,1.0,,친구,일본,0,0,6.155282632337377,2023
10,6,2,,2.0,,,,,,,1,1,681.77,3.0,,9,3.0,2.0,가족,싱가포르,1,1,6.524692357562358,2023
1,14,2,,2.0,,,,,,,1,2,2454.8,,,19,,,가족,중국,0,0,7.805800570514942,2023
4,7,2,,,,,5.0,,,,1,1,1290.0,3.0,,2,11.0,4.0,가족,미국,1,0,7.162397497355718,2023
2,3,2,,,,,,6.0,,,1,1,1086.8,,,2,1.0,,친구,일본,0,0,6.990992877552193,2023
1,8,2,,2.0,,,,,,,1,2,1235.26,,,19,1.0,,가족,중국,0,0,7.119036753220312,2023
10,10,2,,2.0,,4.0,5.0,,,,1,1,5863.94,3.0,12.0,3,15.0,2.0,가족,싱가포르,1,1,8.67657701159054,2023
1,15,1,1.0,,,,,,,,1,2,2888.0,,,19,,,혼자,중국,0,0,7.968319500012717,2023
3,9,2,,,,,5.0,,,,1,1,3344.24,3.0,,1,2.0,3.0,가족,대만,1,1,8.114994741964153,2023
4,11,2,,,,,,6.0,,,1,2,2400.0,3.0,,1,2.0,3.0,친구,미국,1,1,7.783224016336037,2023
4,12,2,,,,,,6.0,,,1,2,1000.0,,,2,4.0,1.0,친구,미국,0,0,6.907755278982137,2023
6,7,2,,,,,,6.0,,,1,1,2196.4,3.0,,2,3.0,4.0,친구,태국,1,1,7.6945749354047175,2023
2,6,2,,2.0,,,,,,,1,1,772.04,3.0,,3,6.0,5.0,가족,일본,1,1,6.649036362154007,2023
4,7,1,1.0,,,,,,,,1,1,1750.0,3.0,,4,1.0,3.0,혼자,미국,1,1,7.4673710669175595,2023
4,10,1,1.0,,,,,,,,1,1,1000.0,3.0,,19,4.0,3.0,혼자,미국,1,1,6.907755278982137,2023
2,3,2,,,,,,6.0,,,1,1,144.4,,,1,2.0,,친구,일본,0,0,4.972587226458726,2023
10,8,2,,,3.0,,5.0,,,,3,1,2510.99,3.0,,3,1.0,2.0,가족,싱가포르,1,1,7.828432376672554,2023
2,8,1,1.0,,,,,,,,1,1,836.0,3.0,,1,6.0,3.0,혼자,일본,1,1,6.728628613084702,2023
2,3,2,,,,,,6.0,,,1,1,584.44,,,1,2.0,,친구,일본,0,0,6.370654123803884,2023
2,3,1,1.0,,,,,,,,1,2,334.4,3.0,,1,3.0,,혼자,일본,1,1,5.812337881210547,2023
18,8,2,,,,,5.0,,,,1,1,716.67,3.0,,3,10.0,2.0,가족,독일,1,1,6.574615483605573,2023
2,3,2,,,,4.0,,,,,1,1,501.6,,,7,2.0,1.0,가족,일본,0,0,6.217802989318711,2023
1,11,1,1.0,,,,,,,,1,2,3610.0,3.0,,2,1.0,3.0,혼자,중국,1,1,8.191463051326927,2023
2,4,1,1.0,,,,,,,,1,1,528.2,,,17,,,혼자,일본,0,0,6.269474999863032,2023
6,13,2,,,3.0,,,,,,1,2,239.33,3.0,,3,2.0,,가족,태국,1,1,5.477843352706524,2023
4,61,1,1.0,,,,,,,,1,1,3560.0,3.0,,15,10.0,1.0,혼자,미국,1,0,8.177515823846075,2023
10,8,2,,,,,5.0,,,,1,1,1147.45,3.0,,1,3.0,2.0,가족,싱가포르,1,1,7.045297368000621,2023
4,6,2,,,,,,6.0,,,1,1,1350.0,3.0,,6,3.0,2.0,친구,미국,1,1,7.2078598714324755,2023
4,61,1,1.0,,,,,,,,1,2,2800.0,3.0,,3,10.0,2.0,혼자,미국,1,1,7.937374696163295,2023
10,8,2,,,,,5.0,,,,1,1,1564.71,3.0,,2,3.0,4.0,가족,싱가포르,1,1,7.355455782289059,2023
4,6,1,1.0,,,,,,,,1,2,1260.0,3.0,,5,6.0,3.0,혼자,미국,1,1,7.138866999945524,2023
4,5,2,,2.0,,,,,,,1,1,840.0,,,4,2.0,,가족,미국,0,0,6.733401891837359,2023
1,8,1,1.0,,,,,,,,1,1,694.84,,,2,1.0,11.0,혼자,중국,0,0,6.543681603233723,2023
10,7,2,,,,,,6.0,,,1,1,2198.05,3.0,,1,3.0,2.0,친구,싱가포르,1,1,7.69532588265752,2023
2,3,2,,,,,,6.0,,,1,1,562.4,,12.0,12,2.0,1.0,친구,일본,1,1,6.332213340496455,2023
4,3,2,,,3.0,,,,,,1,1,800.0,,,2,4.0,,가족,미국,0,0,6.684611727667927,2023
4,9,2,,,,,,6.0,,,1,1,1150.0,3.0,,2,4.0,3.0,친구,미국,1,1,7.047517221357296,2023
4,15,1,1.0,,,,,,,,1,2,2470.0,3.0,,3,2.0,7.0,혼자,미국,1,1,7.8119734296220225,2023
4,7,2,,,3.0,4.0,,,,,1,1,1052.5,3.0,,10,11.0,15.0,가족,미국,1,0,6.958923565556536,2023
10,9,2,,,3.0,,5.0,,,,1,1,7749.04,3.0,,2,3.0,11.0,가족,싱가포르,1,1,8.95532424370701,2023
4,8,2,,2.0,,,,,,,1,2,650.0,3.0,,5,4.0,3.0,가족,미국,1,1,6.476972362889683,2023
4,10,1,1.0,,,,,,,,1,2,4400.0,,,8,2.0,6.0,혼자,미국,0,0,8.389359819906353,2023
10,8,2,,2.0,,4.0,,,,,1,1,1508.83,3.0,,3,1.0,2.0,가족,싱가포르,1,1,7.3190897950325295,2023
10,8,2,,,,,5.0,,,,1,1,1490.2,3.0,,2,,,가족,싱가포르,1,0,7.306665618119627,2023
